,acquisition_date,acquisition
15679,2012-12-05,27
15680,2012-12-06,37
15681,2012-12-07,23
15682,2012-12-08,32
15683,2012-12-09,43
15684,2012-12-10,42
15685,2012-12-11,35
15686,2012-12-12,37
15687,2012-12-13,26
15688,2012-12-14,40
15689,2012-12-15,29
15690,2012-12-16,32
15691,2012-12-17,33
15692,2012-12-18,44
15693,2012-12-19,34
15694,2012-12-20,38
15695,2012-12-21,29
15696,2012-12-22,29
15697,2012-12-23,29
15698,2012-12-24,41
15699,2012-12-25,37
15700,2012-12-26,34
15701,2012-12-27,36
15702,2012-12-28,34
15703,2012-12-29,36
15704,2012-12-30,37
15705,2012-12-31,20
15706,2013-01-01,36
15707,2013-01-02,28
15708,2013-01-03,31
15709,2013-01-04,33
15710,2013-01-05,39
15711,2013-01-06,30
15712,2013-01-07,40
15713,2013-01-08,26
15714,2013-01-09,35
15715,2013-01-10,35
15716,2013-01-11,40
15717,2013-01-12,31
15718,2013-01-13,32
15719,2013-01-14,43
15720,2013-01-15,30
15721,2013-01-16,35
15722,2013-01-17,39
15723,2013-01-18,31
15724,2013-01-19,43
15725,2013-01-20,24
15726,2013-01-21,47
15727,2013-01-22,29
15728,2013-01-23,28
15729,2013-01-24,43
15730,2013-01-25,26
15731,2013-01-26,30
15732,2013-01-27,34
15733,2013-01-28,30
15734,2013-01-29,35
15735,2013-01-30,34
15736,2013-01-31,32
15737,2013-02-01,33
15738,2013-02-02,28
15739,2013-02-03,44
15740,2013-02-04,40
15741,2013-02-05,37
15742,2013-02-06,31
15743,2013-02-07,32
15744,2013-02-08,44
15745,2013-02-09,27
15746,2013-02-10,32
15747,2013-02-11,28
15748,2013-02-12,27
15749,2013-02-13,35
15750,2013-02-14,33
15751,2013-02-15,25
15752,2013-02-16,20
15753,2013-02-17,28
15754,2013-02-18,30
15755,2013-02-19,33
15756,2013-02-20,43
15757,2013-02-21,28
15758,2013-02-22,29
15759,2013-02-23,39
15760,2013-02-24,29
15761,2013-02-25,32
15762,2013-02-26,32
15763,2013-02-27,53
15764,2013-02-28,31
15765,2013-03-01,35
15766,2013-03-02,40
15767,2013-03-03,14
15768,2013-03-04,25
15769,2013-03-05,31
15770,2013-03-06,36
15771,2013-03-07,27
15772,2013-03-08,26
15773,2013-03-09,32
15774,2013-03-10,35
15775,2013-03-11,43
15776,2013-03-12,35
15777,2013-03-13,28
15778,2013-03-14,27
15779,2013-03-15,37
15780,2013-03-16,43
15781,2013-03-17,37
15782,2013-03-18,38
15783,2013-03-19,40
15784,2013-03-20,30
15785,2013-03-21,45
15786,2013-03-22,31
15787,2013-03-23,30
15788,2013-03-24,36
15789,2013-03-25,30
15790,2013-03-26,26
15791,2013-03-27,30
15792,2013-03-28,28
15793,2013-03-29,33
15794,2013-03-30,27
15795,2013-03-31,35
15796,2013-04-01,27
15797,2013-04-02,30
15798,2013-04-03,33
15799,2013-04-04,43
15800,2013-04-05,38
15801,2013-04-06,25
15802,2013-04-07,30
15803,2013-04-08,46
15804,2013-04-09,34
15805,2013-04-10,31
15806,2013-04-11,37
15807,2013-04-12,34
15808,2013-04-13,27
15809,2013-04-14,37
15810,2013-04-15,38
15811,2013-04-16,37
15812,2013-04-17,22
15813,2013-04-18,36
15814,2013-04-19,30
15815,2013-04-20,37
15816,2013-04-21,27
15817,2013-04-22,33
15818,2013-04-23,29
15819,2013-04-24,30
15820,2013-04-25,33
15821,2013-04-26,16
15822,2013-04-27,36
15823,2013-04-28,30
15824,2013-04-29,28
15825,2013-04-30,37
15826,2013-05-01,29
15827,2013-05-02,34
15828,2013-05-03,35
15829,2013-05-04,28
15830,2013-05-05,37
15831,2013-05-06,37
15832,2013-05-07,38
15833,2013-05-08,33
15834,2013-05-09,36
15835,2013-05-10,43
15836,2013-05-11,31
15837,2013-05-12,37
15838,2013-05-13,37
15839,2013-05-14,31
15840,2013-05-15,34
15841,2013-05-16,32
15842,2013-05-17,40
15843,2013-05-18,28
15844,2013-05-19,37
15845,2013-05-20,31
15846,2013-05-21,34
15847,2013-05-22,28
15848,2013-05-23,36
15849,2013-05-24,28
15850,2013-05-25,25
15851,2013-05-26,42
15852,2013-05-27,37
15853,2013-05-28,36
15854,2013-05-29,43
15855,2013-05-30,38
15856,2013-05-31,35
15857,2013-06-01,24
15858,2013-06-02,43
15859,2013-06-03,29
15860,2013-06-04,31
15861,2013-06-05,28
15862,2013-06-06,30
15863,2013-06-07,32
15864,2013-06-08,40
15865,2013-06-09,35
15866,2013-06-10,25
15867,2013-06-11,39
15868,2013-06-12,27
15869,2013-06-13,26
15870,2013-06-14,29
15871,2013-06-15,38
15872,2013-06-16,34
15873,2013-06-17,24
15874,2013-06-18,35
15875,2013-06-19,23
15876,2013-06-20,32
15877,2013-06-21,32
15878,2013-06-22,34
15879,2013-06-23,35
15880,2013-06-24,37
15881,2013-06-25,32
15882,2013-06-26,36
15883,2013-06-27,34
15884,2013-06-28,25
15885,2013-06-29,27
15886,2013-06-30,29
15887,2013-07-01,35
15888,2013-07-02,32
15889,2013-07-03,36
15890,2013-07-04,40
15891,2013-07-05,31
15892,2013-07-06,36
15893,2013-07-07,29
15894,2013-07-08,40
15895,2013-07-09,33
15896,2013-07-10,33
15897,2013-07-11,41
15898,2013-07-12,32
15899,2013-07-13,23
15900,2013-07-14,27
15901,2013-07-15,32
15902,2013-07-16,28
15903,2013-07-17,30
15904,2013-07-18,36
15905,2013-07-19,33
15906,2013-07-20,34
15907,2013-07-21,25
15908,2013-07-22,43
15909,2013-07-23,35
15910,2013-07-24,35
15911,2013-07-25,35
15912,2013-07-26,31
15913,2013-07-27,29
15914,2013-07-28,30
15915,2013-07-29,27
15916,2013-07-30,35
15917,2013-07-31,34
15918,2013-08-01,28
15919,2013-08-02,31
15920,2013-08-03,35
15921,2013-08-04,38
15922,2013-08-05,37
15923,2013-08-06,23
15924,2013-08-07,28
15925,2013-08-08,39
15926,2013-08-09,35
15927,2013-08-10,34
15928,2013-08-11,25
15929,2013-08-12,38
15930,2013-08-13,38
15931,2013-08-14,40
15932,2013-08-15,38
15933,2013-08-16,40
15934,2013-08-17,34
15935,2013-08-18,30
15936,2013-08-19,40
15937,2013-08-20,32
15938,2013-08-21,27
15939,2013-08-22,28
15940,2013-08-23,40
15941,2013-08-24,34
15942,2013-08-25,27
15943,2013-08-26,29
15944,2013-08-27,36
15945,2013-08-28,40
15946,2013-08-29,27
15947,2013-08-30,32
15948,2013-08-31,37
15949,2013-09-01,37
15950,2013-09-02,30
15951,2013-09-03,24
15952,2013-09-04,44
15953,2013-09-05,34
15954,2013-09-06,33
15955,2013-09-07,36
15956,2013-09-08,25
15957,2013-09-09,32
15958,2013-09-10,32
15959,2013-09-11,25
15960,2013-09-12,24
15961,2013-09-13,33
15962,2013-09-14,27
15963,2013-09-15,34
15964,2013-09-16,27
15965,2013-09-17,31
15966,2013-09-18,35
15967,2013-09-19,46
15968,2013-09-20,31
15969,2013-09-21,36
15970,2013-09-22,33
15971,2013-09-23,24
15972,2013-09-24,27
15973,2013-09-25,35
15974,2013-09-26,24
15975,2013-09-27,36
15976,2013-09-28,36
15977,2013-09-29,33
15978,2013-09-30,32
15979,2013-10-01,29
15980,2013-10-02,27
15981,2013-10-03,31
15982,2013-10-04,32
15983,2013-10-05,32
15984,2013-10-06,35
15985,2013-10-07,28
15986,2013-10-08,38
15987,2013-10-09,30
15988,2013-10-10,36
15989,2013-10-11,27
15990,2013-10-12,36
15991,2013-10-13,45
15992,2013-10-14,40
15993,2013-10-15,31
15994,2013-10-16,42
15995,2013-10-17,35
15996,2013-10-18,37
15997,2013-10-19,30
15998,2013-10-20,31
15999,2013-10-21,31
16000,2013-10-22,25
16001,2013-10-23,31
16002,2013-10-24,33
16003,2013-10-25,41
16004,2013-10-26,40
16005,2013-10-27,34
16006,2013-10-28,50
16007,2013-10-29,43
16008,2013-10-30,23
16009,2013-10-31,23
16010,2013-11-01,37
16011,2013-11-02,35
16012,2013-11-03,30
16013,2013-11-04,37
16014,2013-11-05,34
16015,2013-11-06,26
16016,2013-11-07,25
16017,2013-11-08,30
16018,2013-11-09,33
16019,2013-11-10,31
16020,2013-11-11,26
16021,2013-11-12,31
16022,2013-11-13,25
16023,2013-11-14,37
16024,2013-11-15,34
16025,2013-11-16,29
16026,2013-11-17,31
16027,2013-11-18,40
16028,2013-11-19,39
16029,2013-11-20,32
16030,2013-11-21,32
16031,2013-11-22,36
16032,2013-11-23,36
16033,2013-11-24,35
16034,2013-11-25,43
16035,2013-11-26,36
16036,2013-11-27,32
16037,2013-11-28,31
16038,2013-11-29,37
16039,2013-11-30,31
16040,2013-12-01,23
16041,2013-12-02,24
16042,2013-12-03,30
16043,2013-12-04,26
16044,2013-12-05,33
16045,2013-12-06,36
16046,2013-12-07,46
16047,2013-12-08,28
16048,2013-12-09,39
16049,2013-12-10,38
16050,2013-12-11,27
16051,2013-12-12,48
16052,2013-12-13,29
16053,2013-12-14,38
16054,2013-12-15,30
16055,2013-12-16,27
16056,2013-12-17,32
16057,2013-12-18,35
16058,2013-12-19,40
16059,2013-12-20,29
16060,2013-12-21,31
16061,2013-12-22,29
16062,2013-12-23,35
16063,2013-12-24,33
16064,2013-12-25,32
16065,2013-12-26,35
16066,2013-12-27,30
16067,2013-12-28,21
16068,2013-12-29,35
16069,2013-12-30,35
16070,2013-12-31,29
16071,2014-01-01,39
16072,2014-01-02,26
16073,2014-01-03,26
16074,2014-01-04,40
16075,2014-01-05,28
16076,2014-01-06,28
16077,2014-01-07,34
16078,2014-01-08,24
16079,2014-01-09,37
16080,2014-01-10,43
16081,2014-01-11,28
16082,2014-01-12,41
16083,2014-01-13,36
16084,2014-01-14,44
16085,2014-01-15,23
16086,2014-01-16,29
16087,2014-01-17,25
16088,2014-01-18,53
16089,2014-01-19,38
16090,2014-01-20,42
16091,2014-01-21,32
16092,2014-01-22,36
16093,2014-01-23,35
16094,2014-01-24,27
16095,2014-01-25,29
16096,2014-01-26,43
16097,2014-01-27,32
16098,2014-01-28,37
16099,2014-01-29,34
16100,2014-01-30,29
16101,2014-01-31,30
16102,2014-02-01,40
16103,2014-02-02,33
16104,2014-02-03,35
16105,2014-02-04,28
16106,2014-02-05,29
16107,2014-02-06,37
16108,2014-02-07,24
16109,2014-02-08,41
16110,2014-02-09,36
16111,2014-02-10,32
16112,2014-02-11,33
16113,2014-02-12,38
16114,2014-02-13,35
16115,2014-02-14,35
16116,2014-02-15,45
16117,2014-02-16,22
16118,2014-02-17,32
16119,2014-02-18,46
16120,2014-02-19,28
16121,2014-02-20,33
16122,2014-02-21,27
16123,2014-02-22,31
16124,2014-02-23,20
16125,2014-02-24,34
16126,2014-02-25,39
16127,2014-02-26,39
16128,2014-02-27,34
16129,2014-02-28,27
16130,2014-03-01,33
16131,2014-03-02,30
16132,2014-03-03,39
16133,2014-03-04,27
16134,2014-03-05,39
16135,2014-03-06,22
16136,2014-03-07,30
16137,2014-03-08,43
16138,2014-03-09,29
16139,2014-03-10,27
16140,2014-03-11,45
16141,2014-03-12,40
16142,2014-03-13,26
16143,2014-03-14,42
16144,2014-03-15,24
16145,2014-03-16,20
16146,2014-03-17,29
16147,2014-03-18,34
16148,2014-03-19,36
16149,2014-03-20,33
16150,2014-03-21,28
16151,2014-03-22,22
16152,2014-03-23,34
16153,2014-03-24,34
16154,2014-03-25,43
16155,2014-03-26,34
16156,2014-03-27,35
16157,2014-03-28,30
16158,2014-03-29,31
16159,2014-03-30,27
16160,2014-03-31,42
16161,2014-04-01,23
16162,2014-04-02,36
16163,2014-04-03,31
16164,2014-04-04,32
16165,2014-04-05,28
16166,2014-04-06,41
16167,2014-04-07,29
16168,2014-04-08,35
16169,2014-04-09,30
16170,2014-04-10,32
16171,2014-04-11,22
16172,2014-04-12,32
16173,2014-04-13,36
16174,2014-04-14,33
16175,2014-04-15,38
16176,2014-04-16,31
16177,2014-04-17,30
16178,2014-04-18,29
16179,2014-04-19,41
16180,2014-04-20,45
16181,2014-04-21,34
16182,2014-04-22,39
16183,2014-04-23,38
16184,2014-04-24,35
16185,2014-04-25,42
16186,2014-04-26,34
16187,2014-04-27,31
16188,2014-04-28,31
16189,2014-04-29,30
16190,2014-04-30,30
16191,2014-05-01,37
16192,2014-05-02,26
16193,2014-05-03,22
16194,2014-05-04,29
16195,2014-05-05,31
16196,2014-05-06,37
16197,2014-05-07,32
16198,2014-05-08,36
16199,2014-05-09,30
16200,2014-05-10,32
16201,2014-05-11,27
16202,2014-05-12,42
16203,2014-05-13,34
16204,2014-05-14,37
16205,2014-05-15,31
16206,2014-05-16,29
16207,2014-05-17,23
16208,2014-05-18,28
16209,2014-05-19,29
16210,2014-05-20,34
16211,2014-05-21,42
16212,2014-05-22,28
16213,2014-05-23,34
16214,2014-05-24,34
16215,2014-05-25,43
16216,2014-05-26,39
16217,2014-05-27,29
16218,2014-05-28,30
16219,2014-05-29,26
16220,2014-05-30,34
16221,2014-05-31,34
16222,2014-06-01,29
16223,2014-06-02,28
16224,2014-06-03,37
16225,2014-06-04,34
16226,2014-06-05,32
16227,2014-06-06,39
16228,2014-06-07,43
16229,2014-06-08,34
16230,2014-06-09,38
16231,2014-06-10,48
16232,2014-06-11,31
16233,2014-06-12,32
16234,2014-06-13,38
16235,2014-06-14,41
16236,2014-06-15,22
16237,2014-06-16,31
16238,2014-06-17,28
16239,2014-06-18,30
16240,2014-06-19,30
16241,2014-06-20,31
16242,2014-06-21,26
16243,2014-06-22,27
16244,2014-06-23,31
16245,2014-06-24,31
16246,2014-06-25,32
16247,2014-06-26,37
16248,2014-06-27,30
16249,2014-06-28,28
16250,2014-06-29,41
16251,2014-06-30,31
16252,2014-07-01,29
16253,2014-07-02,34
16254,2014-07-03,33
16255,2014-07-04,32
16256,2014-07-05,34
16257,2014-07-06,24
16258,2014-07-07,26
16259,2014-07-08,30
16260,2014-07-09,45
16261,2014-07-10,26
16262,2014-07-11,27
16263,2014-07-12,33
16264,2014-07-13,34
16265,2014-07-14,35
16266,2014-07-15,24
16267,2014-07-16,33
16268,2014-07-17,31
16269,2014-07-18,46
16270,2014-07-19,31
16271,2014-07-20,33
16272,2014-07-21,37
16273,2014-07-22,27
16274,2014-07-23,49
16275,2014-07-24,21
16276,2014-07-25,45
16277,2014-07-26,31
16278,2014-07-27,35
16279,2014-07-28,32
16280,2014-07-29,28
16281,2014-07-30,25
16282,2014-07-31,41
16283,2014-08-01,34
16284,2014-08-02,41
16285,2014-08-03,30
16286,2014-08-04,24
16287,2014-08-05,33
16288,2014-08-06,32
16289,2014-08-07,37
16290,2014-08-08,35
16291,2014-08-09,32
16292,2014-08-10,36
16293,2014-08-11,33
16294,2014-08-12,31
16295,2014-08-13,39
16296,2014-08-14,29
16297,2014-08-15,35
16298,2014-08-16,36
16299,2014-08-17,28
16300,2014-08-18,40
16301,2014-08-19,31
16302,2014-08-20,34
16303,2014-08-21,36
16304,2014-08-22,35
16305,2014-08-23,39
16306,2014-08-24,26
16307,2014-08-25,33
16308,2014-08-26,32
16309,2014-08-27,37
16310,2014-08-28,26
16311,2014-08-29,36
16312,2014-08-30,27
16313,2014-08-31,22
16314,2014-09-01,37
16315,2014-09-02,38
16316,2014-09-03,28
16317,2014-09-04,42
16318,2014-09-05,32
16319,2014-09-06,54
16320,2014-09-07,33
16321,2014-09-08,31
16322,2014-09-09,33
16323,2014-09-10,35
16324,2014-09-11,40
16325,2014-09-12,38
16326,2014-09-13,33
16327,2014-09-14,23
16328,2014-09-15,40
16329,2014-09-16,32
16330,2014-09-17,30
16331,2014-09-18,36
16332,2014-09-19,30
16333,2014-09-20,22
16334,2014-09-21,29
16335,2014-09-22,36
16336,2014-09-23,39
16337,2014-09-24,32
16338,2014-09-25,39
16339,2014-09-26,28
16340,2014-09-27,31
16341,2014-09-28,40
16342,2014-09-29,34
16343,2014-09-30,31
16344,2014-10-01,33
16345,2014-10-02,44
16346,2014-10-03,33
16347,2014-10-04,35
16348,2014-10-05,34
16349,2014-10-06,34
16350,2014-10-07,26
16351,2014-10-08,40
16352,2014-10-09,32
16353,2014-10-10,34
16354,2014-10-11,37
16355,2014-10-12,35
16356,2014-10-13,35
16357,2014-10-14,38
16358,2014-10-15,24
16359,2014-10-16,27
16360,2014-10-17,33
16361,2014-10-18,45
16362,2014-10-19,36
16363,2014-10-20,23
16364,2014-10-21,28
16365,2014-10-22,30
16366,2014-10-23,36
16367,2014-10-24,34
16368,2014-10-25,25
16369,2014-10-26,34
16370,2014-10-27,36
16371,2014-10-28,32
16372,2014-10-29,39
16373,2014-10-30,34
16374,2014-10-31,36
16375,2014-11-01,34
16376,2014-11-02,28
16377,2014-11-03,34
16378,2014-11-04,39
16379,2014-11-05,42
16380,2014-11-06,28
16381,2014-11-07,31
16382,2014-11-08,26
16383,2014-11-09,44
16384,2014-11-10,35
16385,2014-11-11,28
16386,2014-11-12,40
16387,2014-11-13,38
16388,2014-11-14,35
16389,2014-11-15,42
16390,2014-11-16,31
16391,2014-11-17,38
16392,2014-11-18,29
16393,2014-11-19,33
16394,2014-11-20,34
16395,2014-11-21,42
16396,2014-11-22,31
16397,2014-11-23,47
16398,2014-11-24,36
16399,2014-11-25,30
16400,2014-11-26,34
16401,2014-11-27,42
16402,2014-11-28,41
16403,2014-11-29,35
16404,2014-11-30,37
16405,2014-12-01,35
16406,2014-12-02,27
16407,2014-12-03,27
16408,2014-12-04,27
16409,2014-12-05,29
16410,2014-12-06,42
16411,2014-12-07,32
16412,2014-12-08,31
16413,2014-12-09,34
16414,2014-12-10,47
16415,2014-12-11,30
16416,2014-12-12,33
16417,2014-12-13,33
16418,2014-12-14,27
16419,2014-12-15,32
16420,2014-12-16,32
16421,2014-12-17,29
16422,2014-12-18,44
16423,2014-12-19,34
16424,2014-12-20,30
16425,2014-12-21,21
16426,2014-12-22,31
16427,2014-12-23,30
16428,2014-12-24,35
16429,2014-12-25,43
16430,2014-12-26,25
16431,2014-12-27,34
16432,2014-12-28,31
16433,2014-12-29,36
16434,2014-12-30,23
16435,2014-12-31,28
16436,2015-01-01,31
16437,2015-01-02,38
16438,2015-01-03,38
16439,2015-01-04,22
16440,2015-01-05,23
16441,2015-01-06,40
16442,2015-01-07,30
16443,2015-01-08,44
16444,2015-01-09,43
16445,2015-01-10,36
16446,2015-01-11,30
16447,2015-01-12,44
16448,2015-01-13,32
16449,2015-01-14,35
16450,2015-01-15,31
16451,2015-01-16,34
16452,2015-01-17,39
16453,2015-01-18,24
16454,2015-01-19,36
16455,2015-01-20,45
16456,2015-01-21,31
16457,2015-01-22,29
16458,2015-01-23,29
16459,2015-01-24,32
16460,2015-01-25,37
16461,2015-01-26,26
16462,2015-01-27,23
16463,2015-01-28,25
16464,2015-01-29,30
16465,2015-01-30,28
16466,2015-01-31,40
16467,2015-02-01,21
16468,2015-02-02,26
16469,2015-02-03,34
16470,2015-02-04,34
16471,2015-02-05,34
16472,2015-02-06,38
16473,2015-02-07,38
16474,2015-02-08,35
16475,2015-02-09,25
16476,2015-02-10,36
16477,2015-02-11,28
16478,2015-02-12,32
16479,2015-02-13,32
16480,2015-02-14,39
16481,2015-02-15,27
16482,2015-02-16,39
16483,2015-02-17,38
16484,2015-02-18,32
16485,2015-02-19,34
16486,2015-02-20,25
16487,2015-02-21,27
16488,2015-02-22,32
16489,2015-02-23,36
16490,2015-02-24,27
16491,2015-02-25,28
16492,2015-02-26,38
16493,2015-02-27,31
16494,2015-02-28,34
16495,2015-03-01,46
16496,2015-03-02,33
16497,2015-03-03,29
16498,2015-03-04,37
16499,2015-03-05,32
16500,2015-03-06,48
16501,2015-03-07,37
16502,2015-03-08,30
16503,2015-03-09,34
16504,2015-03-10,31
16505,2015-03-11,25
16506,2015-03-12,22
16507,2015-03-13,24
16508,2015-03-14,32
16509,2015-03-15,33
16510,2015-03-16,38
16511,2015-03-17,37
16512,2015-03-18,30
16513,2015-03-19,27
16514,2015-03-20,37
16515,2015-03-21,37
16516,2015-03-22,28
16517,2015-03-23,36
16518,2015-03-24,26
16519,2015-03-25,41
16520,2015-03-26,30
16521,2015-03-27,36
16522,2015-03-28,30
16523,2015-03-29,40
16524,2015-03-30,26
16525,2015-03-31,27
16526,2015-04-01,32
16527,2015-04-02,33
16528,2015-04-03,37
16529,2015-04-04,34
16530,2015-04-05,27
16531,2015-04-06,30
16532,2015-04-07,27
16533,2015-04-08,24
16534,2015-04-09,27
16535,2015-04-10,31
16536,2015-04-11,36
16537,2015-04-12,40
16538,2015-04-13,36
16539,2015-04-14,30
16540,2015-04-15,29
16541,2015-04-16,31
16542,2015-04-17,38
16543,2015-04-18,30
16544,2015-04-19,36
16545,2015-04-20,32
16546,2015-04-21,28
16547,2015-04-22,41
16548,2015-04-23,32
16549,2015-04-24,43
16550,2015-04-25,34
16551,2015-04-26,24
16552,2015-04-27,36
16553,2015-04-28,30
16554,2015-04-29,30
16555,2015-04-30,26
16556,2015-05-01,35
16557,2015-05-02,39
16558,2015-05-03,26
16559,2015-05-04,34
16560,2015-05-05,17
16561,2015-05-06,43
16562,2015-05-07,27
16563,2015-05-08,29
16564,2015-05-09,41
16565,2015-05-10,28
16566,2015-05-11,41
16567,2015-05-12,30
16568,2015-05-13,31
16569,2015-05-14,33
16570,2015-05-15,36
16571,2015-05-16,31
16572,2015-05-17,28
16573,2015-05-18,36
16574,2015-05-19,34
16575,2015-05-20,42
16576,2015-05-21,34
16577,2015-05-22,45
16578,2015-05-23,28
16579,2015-05-24,29
16580,2015-05-25,36
16581,2015-05-26,37
16582,2015-05-27,34
16583,2015-05-28,23
16584,2015-05-29,36
16585,2015-05-30,27
16586,2015-05-31,36
16587,2015-06-01,40
16588,2015-06-02,37
16589,2015-06-03,24
16590,2015-06-04,36
16591,2015-06-05,39
16592,2015-06-06,45
16593,2015-06-07,32
16594,2015-06-08,41
16595,2015-06-09,42
16596,2015-06-10,35
16597,2015-06-11,28
16598,2015-06-12,29
16599,2015-06-13,43
16600,2015-06-14,47
16601,2015-06-15,22
16602,2015-06-16,31
16603,2015-06-17,21
16604,2015-06-18,38
16605,2015-06-19,35
16606,2015-06-20,35
16607,2015-06-21,37
16608,2015-06-22,34
16609,2015-06-23,46
16610,2015-06-24,32
16611,2015-06-25,36
16612,2015-06-26,33
16613,2015-06-27,40
16614,2015-06-28,42
16615,2015-06-29,35
16616,2015-06-30,39
16617,2015-07-01,42
16618,2015-07-02,31
16619,2015-07-03,37
16620,2015-07-04,41
16621,2015-07-05,32
16622,2015-07-06,39
16623,2015-07-07,25
16624,2015-07-08,41
16625,2015-07-09,33
16626,2015-07-10,36
16627,2015-07-11,26
16628,2015-07-12,21
16629,2015-07-13,36
16630,2015-07-14,52
16631,2015-07-15,47
16632,2015-07-16,27
16633,2015-07-17,40
16634,2015-07-18,47
16635,2015-07-19,30
16636,2015-07-20,31
16637,2015-07-21,37
16638,2015-07-22,35
16639,2015-07-23,30
16640,2015-07-24,28
16641,2015-07-25,38
16642,2015-07-26,33
16643,2015-07-27,39
16644,2015-07-28,22
16645,2015-07-29,30
16646,2015-07-30,32
16647,2015-07-31,34
16648,2015-08-01,35
16649,2015-08-02,40
16650,2015-08-03,28
16651,2015-08-04,34
16652,2015-08-05,38
16653,2015-08-06,37
16654,2015-08-07,21
16655,2015-08-08,31
16656,2015-08-09,43
16657,2015-08-10,32
16658,2015-08-11,34
16659,2015-08-12,42
16660,2015-08-13,33
16661,2015-08-14,41
16662,2015-08-15,30
16663,2015-08-16,28
16664,2015-08-17,24
16665,2015-08-18,35
16666,2015-08-19,42
16667,2015-08-20,29
16668,2015-08-21,32
16669,2015-08-22,39
16670,2015-08-23,39
16671,2015-08-24,28
16672,2015-08-25,37
16673,2015-08-26,34
16674,2015-08-27,29
16675,2015-08-28,25
16676,2015-08-29,33
16677,2015-08-30,34
16678,2015-08-31,38
16679,2015-09-01,46
16680,2015-09-02,31
16681,2015-09-03,35
16682,2015-09-04,27
16683,2015-09-05,29
16684,2015-09-06,39
16685,2015-09-07,27
16686,2015-09-08,42
16687,2015-09-09,25
16688,2015-09-10,32
16689,2015-09-11,48
16690,2015-09-12,33
16691,2015-09-13,29
16692,2015-09-14,18
16693,2015-09-15,37
16694,2015-09-16,39
16695,2015-09-17,25
16696,2015-09-18,22
16697,2015-09-19,34
16698,2015-09-20,47
16699,2015-09-21,32
16700,2015-09-22,32
16701,2015-09-23,30
16702,2015-09-24,27
16703,2015-09-25,35
16704,2015-09-26,47
16705,2015-09-27,29
16706,2015-09-28,27
16707,2015-09-29,40
16708,2015-09-30,29
16709,2015-10-01,25
16710,2015-10-02,21
16711,2015-10-03,29
16712,2015-10-04,41
16713,2015-10-05,30
16714,2015-10-06,31
16715,2015-10-07,31
16716,2015-10-08,29
16717,2015-10-09,27
16718,2015-10-10,32
16719,2015-10-11,44
16720,2015-10-12,31
16721,2015-10-13,37
16722,2015-10-14,23
16723,2015-10-15,28
16724,2015-10-16,34
16725,2015-10-17,29
16726,2015-10-18,28
16727,2015-10-19,23
16728,2015-10-20,38
16729,2015-10-21,28
16730,2015-10-22,34
16731,2015-10-23,32
16732,2015-10-24,18
16733,2015-10-25,32
16734,2015-10-26,30
16735,2015-10-27,36
16736,2015-10-28,39
16737,2015-10-29,33
16738,2015-10-30,31
16739,2015-10-31,45
16740,2015-11-01,35
16741,2015-11-02,39
16742,2015-11-03,37
16743,2015-11-04,36
16744,2015-11-05,37
16745,2015-11-06,36
16746,2015-11-07,34
16747,2015-11-08,31
16748,2015-11-09,38
16749,2015-11-10,28
16750,2015-11-11,37
16751,2015-11-12,41
16752,2015-11-13,26
16753,2015-11-14,36
16754,2015-11-15,29
16755,2015-11-16,32
16756,2015-11-17,34
16757,2015-11-18,22
16758,2015-11-19,42
16759,2015-11-20,25
16760,2015-11-21,37
16761,2015-11-22,37
16762,2015-11-23,30
16763,2015-11-24,37
16764,2015-11-25,25
16765,2015-11-26,26
16766,2015-11-27,26
16767,2015-11-28,28
16768,2015-11-29,39
16769,2015-11-30,22
16770,2015-12-01,31
16771,2015-12-02,27
16772,2015-12-03,34
16773,2015-12-04,38
16774,2015-12-05,32
16775,2015-12-06,30
16776,2015-12-07,20
16777,2015-12-08,36
16778,2015-12-09,37
16779,2015-12-10,38
16780,2015-12-11,38
16781,2015-12-12,44
16782,2015-12-13,37
16783,2015-12-14,36
16784,2015-12-15,31
16785,2015-12-16,30
16786,2015-12-17,19
16787,2015-12-18,34
16788,2015-12-19,28
16789,2015-12-20,39
16790,2015-12-21,34
16791,2015-12-22,36
16792,2015-12-23,35
16793,2015-12-24,32
16794,2015-12-25,32
16795,2015-12-26,44
16796,2015-12-27,27
16797,2015-12-28,33
16798,2015-12-29,33
16799,2015-12-30,35
16800,2015-12-31,31
16801,2016-01-01,34
16802,2016-01-02,28
16803,2016-01-03,44
16804,2016-01-04,23
16805,2016-01-05,36
16806,2016-01-06,22
16807,2016-01-07,34
16808,2016-01-08,37
16809,2016-01-09,30
16810,2016-01-10,25
16811,2016-01-11,47
16812,2016-01-12,38
16813,2016-01-13,35
16814,2016-01-14,27
16815,2016-01-15,32
16816,2016-01-16,28
16817,2016-01-17,29
16818,2016-01-18,32
16819,2016-01-19,27
16820,2016-01-20,23
16821,2016-01-21,26
16822,2016-01-22,33
16823,2016-01-23,37
16824,2016-01-24,33
16825,2016-01-25,28
16826,2016-01-26,29
16827,2016-01-27,43
16828,2016-01-28,30
16829,2016-01-29,39
16830,2016-01-30,40
16831,2016-01-31,25
16832,2016-02-01,31
16833,2016-02-02,31
16834,2016-02-03,37
16835,2016-02-04,29
16836,2016-02-05,38
16837,2016-02-06,30
16838,2016-02-07,33
16839,2016-02-08,34
16840,2016-02-09,27
16841,2016-02-10,47
16842,2016-02-11,45
16843,2016-02-12,26
